timestamp,Meter_Hydros21_Cond,Meter_Hydros21_Temp,Meter_Hydros21_Depth
2024-03-10 00:03:00+00:00,560.5,19.4,-143.5
2024-03-10 00:06:00+00:00,563.2,19.3,-132.0
2024-03-10 00:09:00+00:00,527.7,19.2,-122.0
2024-03-10 00:12:00+00:00,521.8,19.1,-122.3
2024-03-10 00:15:00+00:00,547.2,19.1,-124.2
2024-03-10 00:18:00+00:00,555.5,19.2,-124.3
2024-03-10 00:21:00+00:00,512.8,19.1,-119.8
2024-03-10 00:24:00+00:00,544.2,19.0,-122.7
2024-03-10 00:27:00+00:00,555.5,19.1,-120.8
2024-03-10 00:30:00+00:00,533.0,19.1,-115.3
2024-03-10 00:33:00+00:00,519.7,19.0,-111.8
2024-03-10 00:36:00+00:00,534.8,19.0,-115.7
2024-03-10 00:39:00+00:00,554.0,19.1,-120.2
2024-03-10 00:42:00+00:00,545.5,19.2,-116.2
2024-03-10 00:45:00+00:00,519.3,19.1,-118.7
2024-03-10 00:48:00+00:00,547.2,19.2,-122.2
2024-03-10 00:51:00+00:00,553.7,19.3,-118.5
2024-03-10 00:54:00+00:00,532.3,19.2,-96.3
2024-03-10 00:57:00+00:00,527.2,19.2,-112.2
2024-03-10 01:00:00+00:00,540.3,19.7,-143.7
2024-03-10 01:03:00+00:00,559.2,20.48,-167.2
2024-03-10 01:06:00+00:00,535.8,20.8,-164.2
2024-03-10 01:09:00+00:00,573.2,20.55,-161.2
2024-03-10 01:12:00+00:00,591.8,20.3,-148.5
2024-03-10 01:15:00+00:00,567.3,19.92,-120.7
2024-03-10 01:18:00+00:00,544.8,19.5,-101.3
2024-03-10 01:21:00+00:00,560.3,19.2,-101.2
2024-03-10 01:24:00+00:00,573.8,19.1,-97.3
2024-03-10 01:27:00+00:00,555.3,19.07,-86.2
2024-03-10 01:30:00+00:00,535.7,18.9,-88.2
2024-03-10 01:33:00+00:00,560.0,18.9,-89.8
2024-03-10 01:36:00+00:00,562.2,18.9,-86.2
2024-03-10 01:39:00+00:00,527.0,18.9,-80.3
2024-03-10 01:42:00+00:00,526.7,18.8,-83.7
2024-03-10 01:45:00+00:00,555.0,18.8,-85.5
2024-03-10 01:48:00+00:00,563.7,18.9,-83.7
2024-03-10 01:51:00+00:00,516.2,18.9,-86.2
2024-03-10 01:54:00+00:00,548.3,18.8,-88.2
2024-03-10 01:57:00+00:00,560.2,18.9,-86.2
2024-03-10 02:00:00+00:00,533.8,18.92,-82.8
2024-03-10 02:03:00+00:00,523.0,18.9,-73.2
2024-03-10 02:06:00+00:00,550.0,18.9,-82.5
2024-03-10 02:09:00+00:00,547.3,19.2,-100.3
2024-03-10 02:12:00+00:00,509.7,19.8,-122.3
2024-03-10 02:15:00+00:00,506.8,20.07,-138.7
2024-03-10 02:18:00+00:00,532.3,20.3,-140.8
2024-03-10 02:21:00+00:00,544.3,20.3,-131.2
2024-03-10 02:24:00+00:00,533.5,20.02,-97.0
2024-03-10 02:27:00+00:00,547.2,19.8,-97.3
2024-03-10 02:30:00+00:00,557.0,20.05,-111.2
2024-03-10 02:33:00+00:00,575.2,20.7,-141.5
2024-03-10 02:36:00+00:00,542.5,20.8,-143.7
2024-03-10 02:39:00+00:00,583.5,20.8,-146.3
2024-03-10 02:42:00+00:00,594.3,20.68,-134.3
2024-03-10 02:45:00+00:00,561.3,20.27,-111.7
2024-03-10 02:48:00+00:00,546.7,19.7,-88.7
2024-03-10 02:51:00+00:00,567.0,19.4,-76.5
2024-03-10 02:54:00+00:00,576.3,19.2,-74.5
2024-03-10 02:57:00+00:00,536.7,19.02,-60.3
2024-03-10 03:00:00+00:00,548.0,18.82,-64.0
2024-03-10 03:03:00+00:00,563.7,18.9,-67.0
2024-03-10 03:06:00+00:00,550.0,18.9,-62.0
2024-03-10 03:09:00+00:00,524.0,18.8,-56.7
2024-03-10 03:12:00+00:00,529.2,18.8,-59.2
2024-03-10 03:15:00+00:00,555.7,18.83,-63.0
2024-03-10 03:18:00+00:00,559.7,18.92,-59.3
2024-03-10 03:21:00+00:00,516.7,18.9,-62.7
2024-03-10 03:24:00+00:00,550.3,18.9,-65.7
2024-03-10 03:27:00+00:00,556.8,19.0,-66.3
2024-03-10 03:30:00+00:00,545.2,19.08,-16.0
2024-03-10 03:33:00+00:00,534.5,19.3,-64.3
2024-03-10 03:36:00+00:00,546.5,19.8,-104.2
2024-03-10 03:39:00+00:00,552.2,20.3,-125.3
2024-03-10 03:42:00+00:00,526.0,20.3,-114.2
2024-03-10 03:45:00+00:00,548.2,19.9,-103.0
2024-03-10 03:48:00+00:00,564.7,19.6,-86.3
2024-03-10 03:51:00+00:00,546.7,19.3,-67.8
2024-03-10 03:54:00+00:00,524.2,19.02,-54.7
2024-03-10 03:57:00+00:00,550.0,19.0,-44.5
2024-03-10 04:00:00+00:00,549.3,19.2,-63.0
2024-03-10 04:03:00+00:00,548.2,19.98,-97.3
2024-03-10 04:06:00+00:00,522.3,20.43,-111.5
2024-03-10 04:09:00+00:00,578.8,20.7,-122.5
2024-03-10 04:12:00+00:00,592.0,20.7,-113.2
2024-03-10 04:15:00+00:00,549.3,20.2,-87.2
2024-03-10 04:18:00+00:00,541.2,19.7,-68.7
2024-03-10 04:21:00+00:00,572.2,19.5,-55.8
2024-03-10 04:24:00+00:00,570.3,19.4,-48.3
2024-03-10 04:27:00+00:00,514.0,19.3,-42.3
2024-03-10 04:30:00+00:00,543.5,19.2,-53.2
2024-03-10 04:33:00+00:00,550.7,19.3,-60.2
2024-03-10 04:36:00+00:00,525.8,19.33,-53.3
2024-03-10 04:39:00+00:00,513.5,19.22,-51.5
2024-03-10 04:42:00+00:00,527.7,19.2,-55.2
2024-03-10 04:45:00+00:00,548.2,19.3,-58.7
2024-03-10 04:48:00+00:00,533.5,19.4,-51.7
2024-03-10 04:51:00+00:00,514.5,19.22,-53.7
2024-03-10 04:54:00+00:00,535.0,19.3,-59.3
2024-03-10 04:57:00+00:00,547.7,19.4,-58.5
2024-03-10 17:24:00+00:00,493.5,19.18,-219.0
2024-03-10 17:27:00+00:00,538.0,19.1,-211.8
2024-03-10 17:30:00+00:00,548.3,19.2,-197.2
2024-03-10 17:33:00+00:00,519.5,19.2,-183.2
2024-03-10 17:36:00+00:00,510.2,19.02,-179.2
2024-03-10 17:39:00+00:00,551.2,19.2,-178.2
2024-03-10 17:42:00+00:00,551.0,19.8,-228.3
2024-03-10 17:45:00+00:00,534.3,20.35,-221.2
2024-03-10 17:48:00+00:00,556.5,20.3,-199.8
2024-03-10 17:51:00+00:00,553.3,20.2,-212.7
2024-03-10 17:54:00+00:00,553.3,20.63,-235.2
2024-03-10 17:57:00+00:00,532.0,20.88,-228.0
2024-03-10 18:00:00+00:00,541.8,20.68,-221.5
2024-03-10 18:03:00+00:00,592.0,20.4,-212.0
2024-03-10 18:06:00+00:00,593.8,20.07,-191.5
2024-03-10 18:09:00+00:00,526.3,19.6,-169.0
2024-03-10 18:12:00+00:00,567.8,19.25,-169.0
2024-03-10 18:15:00+00:00,570.3,19.12,-161.3
2024-03-10 18:18:00+00:00,533.7,19.03,-155.2
2024-03-10 18:21:00+00:00,522.5,18.9,-153.0
2024-03-10 18:24:00+00:00,547.5,18.9,-208.2
2024-03-10 18:27:00+00:00,556.3,19.0,-212.7
2024-03-10 18:30:00+00:00,522.3,19.02,-197.8
2024-03-10 18:33:00+00:00,531.8,18.9,-198.7
2024-03-10 18:36:00+00:00,548.8,19.0,-198.5
2024-03-10 18:39:00+00:00,543.8,19.02,-191.5
2024-03-10 18:42:00+00:00,514.8,18.97,-183.0
2024-03-10 18:45:00+00:00,516.3,18.9,-181.3
2024-03-10 18:48:00+00:00,541.5,19.1,-188.5
2024-03-10 18:51:00+00:00,542.3,19.3,-191.2
2024-03-10 18:54:00+00:00,482.7,19.3,-232.0
2024-03-10 18:57:00+00:00,536.5,19.3,-279.2
2024-03-10 19:00:00+00:00,543.3,19.4,-296.5
2024-03-10 19:03:00+00:00,510.7,19.3,-296.5
2024-03-10 19:06:00+00:00,508.2,19.1,-300.7
2024-03-10 19:09:00+00:00,548.5,19.1,-316.8
2024-03-10 19:12:00+00:00,548.3,19.3,-330.5
2024-03-10 19:15:00+00:00,491.7,19.6,-339.8
2024-03-10 19:18:00+00:00,525.5,19.7,-346.8
2024-03-10 19:21:00+00:00,553.2,19.97,-290.0
2024-03-10 19:24:00+00:00,530.7,20.0,-270.8
2024-03-10 19:27:00+00:00,514.0,20.3,-259.5
2024-03-10 19:30:00+00:00,546.5,20.7,-288.3
2024-03-10 19:33:00+00:00,576.8,21.03,-299.2
2024-03-10 19:36:00+00:00,580.3,21.0,-288.2
2024-03-10 19:39:00+00:00,551.7,20.35,-273.7
2024-03-10 19:42:00+00:00,582.5,20.03,-266.3
2024-03-10 19:45:00+00:00,578.8,19.8,-260.7
2024-03-10 19:48:00+00:00,529.3,19.52,-245.5
2024-03-10 19:51:00+00:00,524.3,19.3,-234.7
2024-03-10 19:54:00+00:00,559.5,19.3,-245.3
2024-03-10 19:57:00+00:00,559.7,19.4,-253.2
2024-03-10 20:00:00+00:00,498.2,19.3,-247.5
2024-03-10 20:03:00+00:00,545.0,19.3,-262.2
2024-03-10 20:06:00+00:00,550.3,19.43,-266.0
2024-03-10 20:09:00+00:00,518.3,19.5,-254.8
2024-03-10 20:12:00+00:00,509.8,19.4,-252.2
2024-03-10 20:15:00+00:00,545.5,19.4,-255.8
2024-03-10 20:18:00+00:00,545.7,19.6,-271.7
2024-03-10 20:21:00+00:00,499.5,20.2,-283.7
2024-03-10 20:24:00+00:00,505.7,20.4,-311.2
2024-03-10 20:27:00+00:00,530.2,20.8,-305.7
2024-03-10 20:30:00+00:00,539.2,20.9,-294.3
2024-03-10 20:33:00+00:00,514.8,20.58,-274.2
2024-03-10 20:36:00+00:00,521.7,20.2,-269.0
2024-03-10 20:39:00+00:00,559.8,20.1,-263.5
2024-03-10 20:42:00+00:00,562.8,20.0,-252.0
2024-03-10 20:45:00+00:00,504.5,19.73,-235.2
2024-03-10 20:48:00+00:00,553.8,19.6,-238.2
2024-03-10 20:51:00+00:00,557.8,19.67,-235.2
2024-03-10 20:54:00+00:00,533.0,19.6,-205.0
2024-03-10 20:57:00+00:00,524.0,19.5,-217.0
2024-03-10 21:00:00+00:00,545.5,20.02,-259.7
2024-03-10 21:03:00+00:00,566.2,20.9,-293.0
2024-03-10 21:06:00+00:00,541.2,21.2,-281.0
2024-03-10 21:09:00+00:00,576.0,20.72,-283.0
2024-03-10 21:12:00+00:00,595.7,20.4,-270.5
2024-03-10 21:15:00+00:00,582.2,20.02,-245.8
2024-03-10 21:18:00+00:00,546.0,19.52,-227.8
2024-03-10 21:21:00+00:00,548.3,19.2,-234.0
2024-03-10 21:24:00+00:00,573.5,19.2,-238.7
2024-03-10 21:27:00+00:00,571.2,19.2,-232.8
2024-03-10 21:30:00+00:00,516.5,19.1,-228.2
2024-03-10 21:33:00+00:00,559.0,19.1,-232.0
2024-03-10 21:36:00+00:00,562.3,19.1,-231.3
2024-03-10 21:39:00+00:00,519.5,19.1,-226.3
2024-03-10 21:42:00+00:00,513.8,19.1,-225.2
2024-03-10 21:45:00+00:00,549.5,19.1,-233.2
2024-03-10 21:48:00+00:00,556.0,19.2,-227.8
2024-03-10 21:51:00+00:00,510.5,19.23,-224.2
2024-03-10 21:54:00+00:00,533.8,19.3,-245.2
2024-03-10 21:57:00+00:00,538.2,19.77,-260.5
2024-03-10 22:00:00+00:00,527.3,20.07,-259.5
2024-03-10 22:03:00+00:00,516.0,19.9,-253.8
2024-03-10 22:06:00+00:00,537.5,19.7,-253.3
2024-03-10 22:09:00+00:00,561.8,19.6,-245.5
2024-03-10 22:12:00+00:00,561.0,19.52,-231.0
2024-03-10 22:15:00+00:00,521.5,19.3,-224.2
2024-03-10 22:18:00+00:00,558.0,19.2,-223.2
2024-03-10 22:21:00+00:00,561.7,19.2,-216.2
2024-03-10 22:24:00+00:00,521.8,19.12,-207.8
2024-03-10 22:27:00+00:00,519.0,19.02,-195.3
2024-03-10 22:30:00+00:00,557.5,19.18,-201.7
2024-03-10 22:33:00+00:00,549.7,19.6,-239.0
2024-03-10 22:36:00+00:00,503.3,20.3,-257.0
2024-03-10 22:39:00+00:00,563.8,20.7,-267.3
2024-03-10 22:42:00+00:00,584.8,20.9,-251.5
2024-03-10 22:45:00+00:00,558.3,20.7,-226.2
2024-03-10 22:48:00+00:00,545.5,20.1,-202.2
2024-03-10 22:51:00+00:00,571.0,19.7,-192.2
2024-03-10 22:54:00+00:00,580.7,19.5,-182.0
2024-03-10 22:57:00+00:00,545.7,19.4,-167.3
2024-03-10 23:00:00+00:00,547.7,19.1,-175.7
2024-03-10 23:03:00+00:00,565.3,19.1,-181.8
2024-03-10 23:06:00+00:00,560.3,19.1,-180.7
2024-03-10 23:09:00+00:00,522.3,19.02,-177.8
2024-03-10 23:12:00+00:00,523.5,18.92,-180.8
2024-03-10 23:15:00+00:00,556.8,19.0,-191.5
2024-03-10 23:18:00+00:00,558.7,19.12,-193.8
2024-03-10 23:21:00+00:00,495.2,19.1,-194.2
2024-03-10 23:24:00+00:00,549.5,19.18,-204.3
2024-03-10 23:27:00+00:00,555.3,19.3,-205.7
2024-03-10 23:30:00+00:00,520.3,19.3,-201.0
2024-03-10 23:33:00+00:00,513.7,19.2,-201.5
2024-03-10 23:36:00+00:00,541.2,19.3,-210.7
2024-03-10 23:39:00+00:00,548.2,19.4,-216.5
2024-03-10 23:42:00+00:00,511.8,19.5,-206.2
2024-03-10 23:45:00+00:00,530.8,19.4,-212.0
2024-03-10 23:48:00+00:00,548.0,19.42,-212.3
2024-03-10 23:51:00+00:00,542.3,19.5,-206.2
2024-03-10 23:54:00+00:00,507.5,19.4,-199.2
2024-03-10 23:57:00+00:00,513.0,19.3,-202.8
2024-03-11 00:00:00+00:00,548.3,19.4,-197.5
2024-03-11 00:03:00+00:00,552.3,19.5,-192.5
2024-03-11 00:06:00+00:00,497.2,19.7,-224.7
2024-03-11 00:09:00+00:00,542.0,20.52,-263.0
2024-03-11 00:12:00+00:00,563.2,21.2,-255.3
2024-03-11 00:15:00+00:00,540.7,21.2,-239.2
2024-03-11 00:18:00+00:00,547.0,20.7,-225.8
2024-03-11 00:21:00+00:00,582.0,20.3,-210.8
2024-03-11 00:24:00+00:00,586.2,20.0,-194.7
2024-03-11 00:27:00+00:00,534.7,19.72,-170.7
2024-03-11 00:30:00+00:00,542.3,19.4,-177.3
2024-03-11 00:33:00+00:00,561.7,19.4,-174.3
2024-03-11 00:36:00+00:00,545.0,19.42,-165.8
2024-03-11 00:39:00+00:00,518.5,19.3,-156.0
2024-03-11 00:42:00+00:00,533.7,19.3,-166.3
2024-03-11 00:45:00+00:00,542.0,19.5,-185.0
2024-03-11 00:48:00+00:00,542.0,20.0,-145.5
2024-03-11 00:51:00+00:00,542.2,20.2,-199.8
2024-03-11 00:54:00+00:00,553.8,20.6,-225.5
2024-03-11 00:57:00+00:00,566.3,20.8,-231.2
2024-03-11 01:00:00+00:00,531.2,20.7,-217.8
2024-03-11 01:03:00+00:00,529.7,20.2,-198.7
2024-03-11 01:06:00+00:00,562.2,19.73,-184.5
2024-03-11 01:09:00+00:00,564.7,19.55,-172.0
2024-03-11 01:12:00+00:00,511.7,19.4,-151.5
2024-03-11 01:15:00+00:00,544.7,19.2,-157.0
2024-03-11 01:18:00+00:00,557.3,19.2,-157.0
2024-03-11 01:21:00+00:00,539.0,19.22,-151.2
2024-03-11 01:24:00+00:00,514.0,19.12,-150.3
2024-03-11 01:27:00+00:00,527.5,19.1,-158.3
2024-03-11 01:30:00+00:00,552.2,19.22,-164.7
2024-03-11 01:33:00+00:00,548.7,19.32,-155.5
2024-03-11 01:36:00+00:00,541.5,19.3,-146.5
2024-03-11 01:39:00+00:00,545.3,19.5,-172.8
2024-03-11 01:42:00+00:00,549.7,20.27,-216.2
2024-03-11 01:45:00+00:00,526.5,20.8,-223.2
2024-03-11 01:48:00+00:00,538.0,20.8,-225.0
2024-03-11 01:51:00+00:00,586.0,20.7,-221.0
2024-03-11 01:54:00+00:00,593.7,20.48,-200.5
2024-03-11 01:57:00+00:00,530.2,20.0,-172.7
2024-03-11 02:00:00+00:00,571.8,19.6,-165.2
2024-03-11 02:03:00+00:00,576.8,19.42,-154.8
2024-03-11 02:06:00+00:00,547.5,19.32,-141.7
2024-03-11 02:09:00+00:00,537.8,19.2,-129.8
2024-03-11 02:12:00+00:00,528.7,19.2,-138.2
2024-03-11 02:15:00+00:00,540.2,19.5,-166.8
2024-03-11 02:18:00+00:00,534.8,20.12,-191.3
2024-03-11 02:21:00+00:00,493.8,20.5,-189.0
2024-03-11 02:24:00+00:00,526.3,20.4,-202.2
2024-03-11 02:30:00+00:00,547.3,20.3,-187.7
2024-03-11 02:33:00+00:00,526.7,19.97,-172.0
2024-03-11 02:36:00+00:00,527.8,19.7,-161.0
2024-03-11 02:39:00+00:00,561.5,19.5,-154.2
2024-03-11 02:42:00+00:00,564.0,19.5,-148.3
2024-03-11 02:45:00+00:00,503.7,19.4,-139.0
2024-03-11 02:48:00+00:00,547.2,19.3,-146.0
2024-03-11 02:51:00+00:00,554.2,19.32,-144.8
2024-03-11 02:54:00+00:00,530.0,19.4,-136.0
2024-03-11 02:57:00+00:00,517.3,19.3,-135.0
2024-03-11 03:00:00+00:00,519.5,19.2,-139.8
2024-03-11 03:03:00+00:00,549.2,19.32,-147.0
2024-03-11 03:06:00+00:00,554.2,19.5,-142.5
2024-03-11 03:09:00+00:00,535.2,19.4,-124.2
2024-03-11 03:12:00+00:00,544.7,19.5,-150.7
2024-03-11 03:15:00+00:00,545.8,20.2,-190.8
2024-03-11 03:18:00+00:00,523.7,20.9,-197.7
2024-03-11 03:21:00+00:00,548.3,20.92,-195.0
2024-03-11 03:24:00+00:00,554.3,20.7,-196.7
2024-03-11 03:27:00+00:00,583.0,20.7,-195.0
2024-03-11 03:30:00+00:00,562.3,20.6,-175.3
2024-03-11 03:33:00+00:00,550.2,20.13,-168.2
2024-03-11 03:36:00+00:00,579.3,19.9,-159.5
2024-03-11 03:39:00+00:00,576.3,19.73,-143.7
2024-03-11 03:42:00+00:00,535.2,19.5,-131.3
2024-03-11 03:45:00+00:00,527.7,19.2,-130.0
2024-03-11 03:48:00+00:00,560.8,19.12,-133.2
2024-03-11 03:51:00+00:00,564.7,19.2,-133.8
2024-03-11 03:54:00+00:00,512.7,19.2,-123.0
2024-03-11 03:57:00+00:00,546.2,19.1,-130.7
2024-03-11 04:00:00+00:00,554.5,19.2,-132.8
2024-03-11 04:03:00+00:00,536.7,19.3,-130.3
2024-03-11 04:06:00+00:00,515.2,19.22,-134.0
2024-03-11 04:09:00+00:00,519.7,19.2,-135.3
2024-03-11 04:12:00+00:00,551.2,19.3,-141.7
2024-03-11 04:15:00+00:00,555.7,19.4,-136.5
2024-03-11 04:18:00+00:00,501.0,19.3,-132.7
2024-03-11 04:21:00+00:00,546.8,19.3,-141.2
2024-03-11 04:24:00+00:00,554.7,19.4,-141.7
2024-03-11 04:27:00+00:00,520.3,19.4,-133.0
2024-03-11 04:30:00+00:00,514.5,19.3,-132.3
2024-03-11 04:33:00+00:00,533.7,19.2,-138.7
2024-03-11 04:36:00+00:00,552.5,19.3,-141.3
2024-03-11 04:39:00+00:00,541.3,19.4,-133.7
2024-03-11 04:42:00+00:00,534.8,19.2,-122.7
2024-03-11 04:45:00+00:00,552.5,19.4,-134.7
2024-03-11 04:48:00+00:00,543.3,19.8,-169.7
2024-03-11 04:51:00+00:00,513.3,20.5,-187.5
2024-03-11 04:54:00+00:00,529.8,20.8,-196.7
2024-03-11 04:57:00+00:00,580.7,20.9,-202.7
2024-03-11 05:00:00+00:00,594.7,20.8,-188.3
2024-03-11 05:03:00+00:00,541.5,20.4,-159.3
2024-03-11 05:06:00+00:00,571.3,19.9,-152.2
2024-03-11 05:09:00+00:00,579.3,19.7,-138.3
2024-03-11 05:12:00+00:00,556.2,19.5,-123.3
2024-03-11 05:15:00+00:00,529.5,19.3,-117.7
2024-03-11 05:18:00+00:00,531.3,19.1,-124.0
2024-03-11 05:21:00+00:00,560.7,19.12,-127.0
2024-03-11 05:24:00+00:00,558.0,19.2,-124.7
2024-03-11 05:27:00+00:00,504.2,19.1,-121.8
2024-03-11 05:30:00+00:00,548.3,19.1,-132.5
2024-03-11 05:33:00+00:00,544.7,19.2,-132.2
2024-03-11 05:36:00+00:00,520.2,19.2,-125.7
2024-03-11 05:39:00+00:00,514.0,19.2,-124.8
2024-03-11 05:42:00+00:00,535.5,19.15,-131.8
2024-03-11 05:45:00+00:00,552.7,19.3,-135.5
2024-03-11 05:48:00+00:00,528.2,19.4,-126.8
2024-03-11 05:51:00+00:00,524.5,19.2,-131.8
2024-03-11 05:54:00+00:00,549.7,19.3,-134.5
2024-03-11 05:57:00+00:00,547.8,19.4,-132.2
2024-03-11 06:00:00+00:00,508.5,19.3,-129.2
2024-03-11 06:03:00+00:00,502.5,19.3,-135.2
2024-03-11 06:06:00+00:00,529.2,19.5,-143.7
2024-03-11 06:09:00+00:00,539.8,19.7,-143.3
2024-03-11 06:12:00+00:00,485.8,19.7,-135.0
2024-03-11 06:15:00+00:00,529.5,19.7,-144.7
2024-03-11 06:18:00+00:00,535.0,20.23,-154.3
2024-03-11 06:21:00+00:00,507.7,20.7,-178.3
2024-03-11 06:24:00+00:00,508.5,21.2,-189.3
2024-03-11 06:27:00+00:00,550.3,21.4,-204.3
2024-03-11 06:30:00+00:00,579.5,21.5,-199.8
2024-03-11 06:33:00+00:00,565.5,21.25,-176.8
2024-03-11 06:36:00+00:00,541.0,20.6,-153.5
2024-03-11 06:39:00+00:00,464.8,20.3,-118.8
2024-03-11 06:42:00+00:00,446.3,20.2,-93.3
2024-03-11 06:45:00+00:00,358.0,21.2,-137.5
2024-03-11 06:48:00+00:00,289.8,22.0,-157.8
2024-03-11 06:51:00+00:00,262.7,21.62,-137.7
2024-03-11 06:54:00+00:00,238.0,20.83,-74.2
2024-03-11 06:57:00+00:00,213.5,20.07,-6.0
2024-03-11 07:00:00+00:00,261.7,19.12,55.7
2024-03-11 07:03:00+00:00,292.5,18.0,88.7
2024-03-11 07:06:00+00:00,334.3,17.18,119.3
2024-03-11 07:09:00+00:00,406.3,16.4,146.8
2024-03-11 07:12:00+00:00,473.7,15.8,159.0
2024-03-11 07:15:00+00:00,493.2,15.4,177.8
2024-03-11 07:18:00+00:00,458.7,15.2,196.5
2024-03-11 07:21:00+00:00,388.8,15.12,200.8
2024-03-11 07:24:00+00:00,309.0,15.1,199.3
2024-03-11 07:27:00+00:00,263.0,15.0,204.8
2024-03-11 07:30:00+00:00,253.5,15.0,197.8
2024-03-11 07:33:00+00:00,275.5,14.9,185.2
2024-03-11 07:36:00+00:00,290.2,14.9,176.8
2024-03-11 07:39:00+00:00,360.3,15.1,163.7
2024-03-11 07:42:00+00:00,349.8,15.0,154.3
2024-03-11 07:45:00+00:00,341.7,15.0,188.0
2024-03-11 07:48:00+00:00,385.7,15.7,120.8
2024-03-11 07:51:00+00:00,332.3,15.4,119.0
2024-03-11 07:54:00+00:00,319.3,15.2,119.5
2024-03-11 07:57:00+00:00,306.0,15.2,118.2
2024-03-11 08:00:00+00:00,286.3,15.2,124.3
2024-03-11 08:03:00+00:00,237.0,15.53,145.0
2024-03-11 08:06:00+00:00,165.8,15.9,196.5
2024-03-11 08:09:00+00:00,127.2,15.7,233.0
2024-03-11 08:12:00+00:00,164.7,15.2,295.3
2024-03-11 08:15:00+00:00,168.0,14.6,318.5
2024-03-11 08:18:00+00:00,164.2,14.32,308.3
2024-03-11 08:21:00+00:00,143.3,14.2,291.0
2024-03-11 08:24:00+00:00,113.7,14.1,322.8
2024-03-11 08:27:00+00:00,90.3,14.0,346.7
2024-03-11 08:30:00+00:00,83.3,13.9,364.2
2024-03-11 08:33:00+00:00,92.3,13.82,382.3
2024-03-11 08:36:00+00:00,108.0,13.7,397.2
2024-03-11 08:39:00+00:00,136.0,13.7,404.7
2024-03-11 08:42:00+00:00,100.8,13.67,409.7
2024-03-11 08:45:00+00:00,87.5,13.5,422.7
2024-03-11 08:48:00+00:00,80.7,13.5,422.0
2024-03-11 08:51:00+00:00,76.0,13.4,417.2
2024-03-11 08:54:00+00:00,76.0,13.4,396.7
2024-03-11 08:57:00+00:00,76.7,13.37,375.3
2024-03-11 09:00:00+00:00,80.5,13.3,349.8
2024-03-11 09:03:00+00:00,81.5,13.3,323.8
2024-03-11 09:06:00+00:00,85.8,13.3,298.0
2024-03-11 09:09:00+00:00,88.3,13.3,273.2
2024-03-11 09:12:00+00:00,93.3,13.3,254.0
2024-03-11 16:12:00+00:00,340.0,17.1,-76.0
2024-03-11 16:15:00+00:00,341.5,17.1,-79.2
2024-03-11 16:18:00+00:00,352.0,17.0,-82.8
2024-03-11 16:21:00+00:00,353.7,17.0,-84.8
2024-03-11 16:24:00+00:00,342.5,17.0,-107.2
2024-03-11 16:27:00+00:00,356.2,17.08,-139.3
2024-03-11 16:30:00+00:00,359.3,17.2,-175.2
2024-03-11 16:33:00+00:00,348.3,17.4,-185.0
2024-03-11 16:36:00+00:00,349.0,17.42,-172.2
2024-03-11 16:39:00+00:00,353.7,17.4,-152.0
2024-03-11 16:42:00+00:00,354.0,17.5,-227.5
2024-03-11 16:45:00+00:00,373.5,18.1,-269.7
2024-03-11 16:48:00+00:00,400.3,18.4,-299.3
2024-03-11 16:51:00+00:00,422.3,18.2,-310.8
2024-03-11 16:54:00+00:00,414.5,17.8,-306.2
2024-03-11 16:57:00+00:00,389.0,17.43,-307.3
2024-03-11 17:00:00+00:00,377.3,17.3,-295.2
2024-03-11 17:03:00+00:00,381.7,17.18,-294.5
2024-03-11 17:06:00+00:00,379.3,17.2,-266.5
2024-03-11 17:09:00+00:00,365.3,17.9,-323.0
2024-03-11 17:12:00+00:00,375.5,18.45,-360.8
2024-03-11 17:15:00+00:00,381.7,18.7,-357.7
2024-03-11 17:18:00+00:00,371.8,18.42,-342.0
2024-03-11 17:21:00+00:00,365.2,18.02,-326.8
2024-03-11 17:24:00+00:00,365.5,17.78,-320.7
2024-03-11 17:27:00+00:00,376.0,17.7,-315.8
2024-03-11 17:30:00+00:00,377.7,17.67,-311.0
2024-03-11 17:33:00+00:00,359.5,17.65,-312.3
2024-03-11 17:36:00+00:00,377.0,17.7,-315.2
2024-03-11 17:39:00+00:00,378.7,17.7,-312.8
2024-03-11 17:42:00+00:00,366.0,17.7,-310.7
2024-03-11 17:45:00+00:00,368.5,17.7,-312.2
2024-03-11 17:48:00+00:00,375.5,17.7,-315.8
2024-03-11 17:51:00+00:00,383.2,17.8,-318.8
2024-03-11 17:54:00+00:00,376.3,17.9,-311.0
2024-03-11 17:57:00+00:00,374.8,17.8,-318.3
2024-03-11 18:00:00+00:00,385.7,17.9,-317.7
2024-03-11 18:03:00+00:00,382.5,17.9,-314.5
2024-03-11 18:06:00+00:00,376.2,17.97,-301.5
2024-03-11 18:09:00+00:00,380.5,18.0,-309.7
2024-03-11 18:12:00+00:00,393.2,18.3,-351.3
2024-03-11 18:15:00+00:00,425.8,19.0,-374.0
2024-03-11 18:18:00+00:00,421.7,19.02,-356.8
2024-03-11 18:21:00+00:00,449.3,18.7,-342.8
2024-03-11 18:24:00+00:00,446.8,18.32,-321.0
2024-03-11 18:27:00+00:00,415.7,18.0,-313.0
2024-03-11 18:30:00+00:00,403.7,17.8,-318.7
2024-03-11 18:33:00+00:00,408.5,17.72,-303.8
2024-03-11 18:36:00+00:00,410.5,17.8,-310.2
2024-03-11 18:39:00+00:00,394.3,18.2,-319.3
2024-03-11 18:42:00+00:00,393.3,18.5,-326.5
